SciName,campaign,year,season,unit,subunit,site,point_name,habitat,lon,lat,date,time,rad_0_20,rad_20_100,rad_100_250,rad_over_250,protocol,monitors_name,comment_weather,comment_disturbances,notes,record_id,total_count,weather_desc,wind,precipitation,temperature,clouds,disturbances,pilot,agriculture,settlements,dunes,land_use,interaction,protocol.version,established,SPECIES_CODE,count_under_250
Cinnyris osea,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,1,2,0,0,A,Eran Banker,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,palsun2,3
Parus major,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,0,2,2,0,A,Eran Banker,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,gretit1,4
Parus major,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,0,2,1,0,B,Eran Banker,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,gretit1,3
Passer domesticus,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,0,2,0,0,A,Eran Banker,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,houspa,2
Prinia gracilis,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,2,0,0,0,A,Eran Banker,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,grapri1,2
Pycnonotus xanthopygos,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,0,2,2,4,A,Eran Banker,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,whsbul1,4
Pycnonotus xanthopygos,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,2,1,1,1,B,Eran Banker,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,whsbul1,4
Streptopelia decaocto,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,6,4,10,5,A,Eran Banker,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eucdov,20
Streptopelia decaocto,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,0,2,1,2,B,Eran Banker,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eucdov,3
Spilopelia senegalensis,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,2,4,0,0,A,Eran Banker,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,laudov1,6
Spilopelia senegalensis,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,0,1,0,0,B,Eran Banker,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,laudov1,1
Sylvia atricapilla,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,1,0,0,0,A,Eran Banker,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,blackc1,1
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,4,3,3,0,A,Eran Banker,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,sarwar1,10
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,1,2,0,0,B,Eran Banker,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,sarwar1,3
Turdus merula,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,2,5,4,1,A,Eran Banker,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurbla,11
Turdus merula,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 2,NA,34.958124,31.665229,20/04/2017 00:00,06:50:00,2,1,1,1,B,Eran Banker,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurbla,4
Acridotheres tristis,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,0,4,3,10,A,Eran Banker,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,commyn,7
Chloris chloris,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,3,2,2,0,A,Eran Banker,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurgre1,7
Chloris chloris,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,2,2,1,0,B,Eran Banker,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurgre1,5
Columba livia,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,0,0,12,0,A,Eran Banker,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,rocpig,12
Columba livia,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,0,0,6,13,B,Eran Banker,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,rocpig,6
Corvus monedula,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,0,6,2,8,A,Eran Banker,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurjac,8
Garrulus glandarius,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,1,2,4,7,A,Eran Banker,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurjay1,7
Garrulus glandarius,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,1,2,1,0,B,Eran Banker,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurjay1,4
Cecropis daurica,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,0,0,4,10,B,Eran Banker,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,rerswa1,4
Cinnyris osea,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,1,1,1,0,A,Eran Banker,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,palsun2,3
Cinnyris osea,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,1,1,0,0,B,Eran Banker,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,palsun2,2
Parus major,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,0,0,4,1,B,Eran Banker,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,gretit1,4
Passer domesticus,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,0,47,0,0,A,Eran Banker,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,houspa,47
Passer domesticus,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,5,4,9,0,B,Eran Banker,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,houspa,18
Prinia gracilis,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,1,2,0,0,A,Eran Banker,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,grapri1,3
Psittacula krameri,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,0,0,3,0,A,Eran Banker,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,rorpar,3
Pycnonotus xanthopygos,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,2,5,2,0,A,Eran Banker,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,whsbul1,9
Pycnonotus xanthopygos,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,0,2,1,0,B,Eran Banker,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,whsbul1,3
Streptopelia decaocto,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,2,6,11,10,A,Eran Banker,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eucdov,19
Streptopelia decaocto,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,13,5,4,0,B,Eran Banker,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eucdov,22
Spilopelia senegalensis,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,2,2,2,0,A,Eran Banker,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,laudov1,6
Sylvia atricapilla,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,1,1,0,0,A,Eran Banker,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,blackc1,2
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,3,3,2,1,A,Eran Banker,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,sarwar1,8
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,1,1,2,0,B,Eran Banker,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,sarwar1,4
Turdus merula,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,1,3,2,0,A,Eran Banker,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurbla,6
Turdus merula,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,1,1,2,0,B,Eran Banker,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eurbla,4
Vanellus spinosus,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,0,0,0,1,A,Eran Banker,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,spwlap1,0
Vanellus spinosus,T2,2017,Spring,Mediterranean Maquis,Judean Highlands,Givat Yeshayahu,Givat Yeshayahu Near 3,NA,34.945267,31.673525,20/04/2017 00:00,07:15:00,0,0,0,1,B,Eran Banker,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,spwlap1,0
Alectoris chukar,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 3,NA,35.252808,33.066533,05/05/2017 00:00,06:25:00,0,0,3,0,A,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,chukar,3
Chloris chloris,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 3,NA,35.252808,33.066533,05/05/2017 00:00,06:25:00,0,2,0,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurgre1,2
Garrulus glandarius,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 3,NA,35.252808,33.066533,05/05/2017 00:00,06:25:00,0,0,0,0,A,NA,NA,NA,"missing count, arbitrarily set to 1 by Ron Chen",NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurjay1,0
Iduna pallida,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 3,NA,35.252808,33.066533,05/05/2017 00:00,06:25:00,0,1,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eaowar1,1
Cinnyris osea,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 3,NA,35.252808,33.066533,05/05/2017 00:00,06:25:00,0,2,0,0,B,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,palsun2,2
Parus major,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 3,NA,35.252808,33.066533,05/05/2017 00:00,06:25:00,0,0,2,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,gretit1,2
Streptopelia decaocto,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 3,NA,35.252808,33.066533,05/05/2017 00:00,06:25:00,0,2,5,0,A,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eucdov,7
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 3,NA,35.252808,33.066533,05/05/2017 00:00,06:25:00,0,2,0,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,sarwar1,2
Troglodytes troglodytes,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 3,NA,35.252808,33.066533,05/05/2017 00:00,06:25:00,0,3,0,0,A,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,winwre4,3
Turdus merula,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 3,NA,35.252808,33.066533,05/05/2017 00:00,06:25:00,0,1,5,0,A,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurbla,6
Alectoris chukar,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 41,NA,35.257021,33.071374,05/05/2017 00:00,06:07:00,0,7,0,0,A,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,chukar,7
Chloris chloris,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 41,NA,35.257021,33.071374,05/05/2017 00:00,06:07:00,0,1,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurgre1,1
Chloris chloris,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 41,NA,35.257021,33.071374,05/05/2017 00:00,06:07:00,1,0,0,0,B,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurgre1,1
Merops apiaster,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 41,NA,35.257021,33.071374,05/05/2017 00:00,06:07:00,0,4,0,0,B,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eubeat1,4
Parus major,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 41,NA,35.257021,33.071374,05/05/2017 00:00,06:07:00,0,1,2,0,A,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,gretit1,3
Pycnonotus xanthopygos,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 41,NA,35.257021,33.071374,05/05/2017 00:00,06:07:00,0,2,3,0,A,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,whsbul1,5
Streptopelia decaocto,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 41,NA,35.257021,33.071374,05/05/2017 00:00,06:07:00,2,5,3,0,A,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eucdov,10
Curruca curruca,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 41,NA,35.257021,33.071374,05/05/2017 00:00,06:07:00,0,3,0,0,A,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,leswhi4,3
Curruca curruca,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 41,NA,35.257021,33.071374,05/05/2017 00:00,06:07:00,0,2,0,0,B,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,leswhi4,2
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 41,NA,35.257021,33.071374,05/05/2017 00:00,06:07:00,0,2,0,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,sarwar1,2
Troglodytes troglodytes,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 41,NA,35.257021,33.071374,05/05/2017 00:00,06:07:00,0,1,1,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,winwre4,2
Turdus merula,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 41,NA,35.257021,33.071374,05/05/2017 00:00,06:07:00,2,2,0,0,A,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurbla,4
Turdus merula,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 41,NA,35.257021,33.071374,05/05/2017 00:00,06:07:00,3,0,0,0,B,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurbla,3
Chloris chloris,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 5,NA,35.26138,33.049181,05/05/2017 00:00,06:58:00,0,2,0,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurgre1,2
Garrulus glandarius,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 5,NA,35.26138,33.049181,05/05/2017 00:00,06:58:00,0,2,1,0,A,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurjay1,3
Parus major,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 5,NA,35.26138,33.049181,05/05/2017 00:00,06:58:00,0,2,1,0,A,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,gretit1,3
Streptopelia decaocto,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 5,NA,35.26138,33.049181,05/05/2017 00:00,06:58:00,0,0,3,0,A,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eucdov,3
Curruca curruca,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 5,NA,35.26138,33.049181,05/05/2017 00:00,06:58:00,0,0,1,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,leswhi4,1
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 5,NA,35.26138,33.049181,05/05/2017 00:00,06:58:00,2,0,1,0,A,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,sarwar1,3
Curruca melanocephala,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 5,NA,35.26138,33.049181,05/05/2017 00:00,06:58:00,0,3,1,0,B,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,sarwar1,4
Troglodytes troglodytes,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 5,NA,35.26138,33.049181,05/05/2017 00:00,06:58:00,0,1,1,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,winwre4,2
Turdus merula,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Far 5,NA,35.26138,33.049181,05/05/2017 00:00,06:58:00,0,2,5,0,A,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,FALSE,NA,Far,NA,NA,,NA,NA,eurbla,7
Acridotheres tristis,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Near 1,NA,35.241037,33.060736,05/05/2017 00:00,08:09:00,0,1,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,commyn,1
Columba livia,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Near 1,NA,35.241037,33.060736,05/05/2017 00:00,08:09:00,0,2,0,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,rocpig,2
Cinnyris osea,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Near 1,NA,35.241037,33.060736,05/05/2017 00:00,08:09:00,0,1,0,0,A,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,palsun2,1
Parus major,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Near 1,NA,35.241037,33.060736,05/05/2017 00:00,08:09:00,0,2,1,0,A,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,gretit1,3
Passer domesticus,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Near 1,NA,35.241037,33.060736,05/05/2017 00:00,08:09:00,15,10,0,0,B,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,houspa,25
Prinia gracilis,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Near 1,NA,35.241037,33.060736,05/05/2017 00:00,08:09:00,1,3,0,0,A,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,grapri1,4
Streptopelia decaocto,T2,2017,Spring,Mediterranean Maquis,Galilee,Goren,Goren Near 1,NA,35.241037,33.060736,05/05/2017 00:00,08:09:00,0,2,0,0,A,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,NA,Near,NA,NA,,NA,NA,eucdov,2
